1507,1614
217,661
2206,1520
96,2208
872,1046
2758,1259
837,2624
2908,1191
2371,1040
2528,1763
947,281
2194,2836
2254,1389
41,2316
2593,2520
254,776
1208,1759
982,1286
341,301
394,152
2107,1802
1651,159
2012,1384
2667,382
1246,2696
15,1280
1384,1856
1822,2958
2564,2596
865,232
2449,2074
120,2285
402,932
198,1486
344,1704
917,2416
2891,2974
1427,1749
2235,1694
2902,1361
2761,1255
2082,1461
264,2668
2812,2380
2632,1922
296,942
1700,800
1588,2698
146,2860
1722,199
1662,1056
2073,1684
2860,2927
43,1046
2223,2182
2526,1207
2304,1737
1273,44
2947,73
1513,1800
2800,1926
192,571
1351,1056
690,750
2728,2035
286,1371
81,353
1784,1211
2368,2314
1434,1167
2079,973
996,2283
2491,51
76,2622
1670,405
618,1838
507,480
2257,1305
1697,1692
346,1282
46,802
1523,367
2958,2525
1982,128
1315,1276
1811,928
1959,2231
1191,2130
2876,383
1176,2814
546,2168
1316,776
1847,862
436,52
1097,242
1300,1650
2255,66
2437,2042
1104,2793
1361,2375
1136,2857
2938,966
2550,2843
1011,1749
1034,2594
105,1648
519,2617
366,22
2587,466
643,2242
1175,2771
1303,2466
626,285
2788,1980
1486,1542
1708,1653
1627,891
2853,1735
320,567
997,2381
2516,2983
1815,896
2870,2955
64,799
1610,1075
768,2172
1850,60
898,1994
1147,1116
1673,2240
1953,492
1533,1499
840,976
1216,548
2853,131
2848,2744
2176,2881
1718,1463
1599,1491
1001,836
1149,1476
1507,2858
1189,804
2478,2524
2587,1252
1776,1212
730,1249
1291,1544
508,466
2942,1762
1159,2184
1634,2038
1917,2835
592,1104
711,247
1260,400
1004,2737
1522,919
1356,984
2590,2323
60,1929
1350,2980
802,349
1939,2395
2615,1622
2201,2964
2719,801
2677,521
1553,2696
2106,151
687,2494
190,630
265,665
1058,2982
44,1159
2545,286
2499,2444
2830,688
2823,249
2678,810
1183,544
2294,1396
2895,628
2841,1207
163,1238
66,2116
2671,2580
612,2662
1701,1557
2503,2880
308,77
1565,2922
1792,1248
1239,1542
646,2812
697,916
1063,2158
547,2508
433,157
963,1867
2824,906
814,1652
1944,2359
2414,1686
2188,867
554,1111
1219,1849
2268,2441
2789,2989
392,52
1107,1380
139,394
143,2047
2050,1125
1378,1399
1133,1028
530,2382
364,1876
559,2102
1867,1534
1845,1011
94,1020
265,178
681,761
1643,1750
2453,2393
575,2454
2951,492
2243,439
1654,877
1247,1743
2421,145
2599,1346
207,2241
562,1708
1852,2896
1904,1968
2461,2953
1433,1969
1596,327
321,2062
601,2243
1176,2615
145,1654
1914,1619
418,1762
790,1922
2796,2795
1425,2937
1206,2445
853,1079
2103,2312
536,1428
1606,505
1831,855
2980,569
1660,1472
2393,2198
757,2896
1288,552
1847,397
1872,1297
1703,139
274,959
1947,2571
301,452
1281,90
2679,1573
2096,1274
1016,2035
2260,623
1264,2551
463,1414
2948,1850
988,1079
2207,10
174,979
362,1239
2547,2543
2386,2905
451,1364
2567,75
533,1152
1696,799
1086,880
908,1282
292,1762
1416,2380
451,1838
967,2093
370,2831
2446,1444
352,1702
1839,2338
2500,2859
1088,1281
2922,1049
2656,1439
2052,24
1806,2879
1286,1522
2443,375
385,1415
633,1585
2447,2266
1358,949
2662,2763
1382,2277
2890,2296
1635,2102
1077,2101
2294,2366
1735,2689
1955,1917
2423,2838
1014,14
991,2570
1942,1364
2821,1331
1754,1974
1382,497
512,2620
2428,139
1489,2823
504,1539
989,215
616,938
2763,1546
2737,22
1689,1515
1714,718
364,2584
37,2342
1096,2968
93,2610
1207,495
1654,1682
2181,2686
979,1268
416,57
310,1753
99,1328
2159,1872
2681,1097
1550,2061
1070,2410
1222,2202
692,2526
1013,706
465,2580
655,1342
1786,403
2965,1879
1125,2575
1294,2955
11,2914
2441,625
1336,2683
2444,2517
169,754
884,2150
1488,719
1735,231
2520,294
705,1879
2440,1329
2186,361
1871,1070
534,1588
1066,836
2724,2311
446,566
712,116
928,2931
126,426
236,2042
2668,2520
1155,444
643,2637
856,2308
2773,407
763,2012
869,1642
2075,380
2334,657
1198,1773
1871,2590
